RegionName,mean_zhi
02338,567385.5225326881
02339,781666.6698195556
02341,575449.732925634
02343,532375.3303568688
02346,542247.9607525439
02347,614623.9708868125
02351,601944.3954112884
02356,751142.5465490316
02359,634214.4466994861
02360,610794.1178371529
02364,660107.4146865675
02367,645771.1614441624
02368,584812.737777865
02370,543880.4184557125
02375,666614.8866765136
02379,559942.3142059
02382,538591.8725799219
02420,1626402.2836833217
02421,1598739.4346390143
02445,2762370.8117440785
02446,2367891.9126125653
02451,815529.6215430447
02452,944081.1478993734
02453,844858.0563271629
02458,1527966.1590098666
02459,1903754.7864235048
02460,1462492.831748246
02461,1519686.023563873
02462,1392659.8907753637
02464,1109962.339726439
02465,1416618.890848156
02466,1450164.5391715977
02467,1854941.5419711696
02468,2084050.820373311
02472,944587.2943622178
02474,1126724.8615711366
02476,1157382.2840539424
02478,1630414.3724274505
02481,2149258.4375700424
02482,1862638.7960712507
02492,1581472.726761548
02493,2211441.9821641925
02494,1316935.6533698088
02532,639847.9324278558
02535,2164042.9188992064
02536,688152.3241070925
02537,789008.3469825651
02538,445070.5303271008
02539,1905269.0181840572
02540,1093815.173010731
02543,1348146.845637299
02554,2944383.9166201465
02556,1017098.2386382336
02557,1209168.4703985157
02559,785663.94256914
02562,749412.3530617714
02563,692041.5197749748
02568,1290974.9622394394
02571,456192.2705576916
02575,1596432.6541720938
02576,485617.7806395208
02601,565844.1363981128
02630,850769.9160364383
02631,846626.5411946472
02632,665324.2257735055
02633,1338180.5398115534
02635,841108.539036084
02638,1019087.5576552168
02639,590602.0634767005
02642,821198.3479203902
02644,617614.4917568859
02645,733669.48752388
02646,1177974.8851253786
02648,657493.3733761545
02649,786714.7689093013
02650,1973340.5505355424
02652,1093022.8689426845
02653,1196571.0258367842
02655,1241252.9268639546
02657,1831899.4577647212
02659,944629.3832457744
02660,655680.7234832407
02664,607815.143694902
02666,1262335.8350833156
02667,997979.5953778636
02668,779769.8476553732
02670,717684.7963415465
02671,861902.8146006461
02673,560671.1678829058
02675,718820.6160637774
02702,556276.2072823037
02703,529820.7278134357
02713,1320441.103253898
02715,547629.0870840627
02717,560720.303988888
02719,481207.4188211779
02720,458739.1166363391
02721,432565.95402196265
02723,415978.79055449646
02724,414101.89482300665
02725,451730.00277281227
02726,485478.3429348745
02738,777512.2255280958
02739,743792.8060899688
02740,405788.231454018
02743,494086.6991876441
02744,422409.14235642104
02745,435424.6109731389
02746,403429.6651015821
02747,546591.0508933795
02748,618460.487599616
02760,615211.5467930313
02762,614686.5534290058
02763,650217.6854680114
02766,583330.5633916123
02767,628654.2237645247
02769,628820.7658862291
02770,660852.6764372784
02771,531380.3263166443
02777,487085.74276679545
02779,593211.3194939448
02780,509032.6534496157
02790,627483.0501003471
02804,425853.5159639831
02806,740475.3087700285
02807,1799867.2768275766
02808,406078.4662030039
02809,564465.9623532825
02812,486325.576937805
02813,680783.1742996544
02814,474165.7948616306
02815,505459.95443925046
02816,415630.2675268774
02817,556511.4783028045
02818,722031.562417496
02822,576964.687723206
02825,531887.8750844238
02827,492640.424822762
02828,500370.060163599
02830,460704.9336529293
02831,546197.3686877404
02832,471445.59182906727
02833,473852.5208159801
02835,1047791.8360633058
02837,941231.8191379624
02838,453499.3666182991
02839,440095.194401939
02840,951808.686854198
02842,733756.9735855615
02852,586621.7231166573
02857,511889.7020494282
02858,407142.4117719826
02859,431482.6529419197
02860,382757.26623366104
02861,381537.4292600477
02863,364315.4660557124
02864,502279.0121611378
02865,555387.5621278471
02871,636163.8222969369
02873,488716.8074881613
02874,789895.8192674908
02878,505250.7207540342
02879,654176.4456573852
02881,629330.385557138
02882,885172.0200479663
02885,503365.8563805532
02886,402691.4619947512
02888,386689.25876326783
02889,378378.4653716548
02891,588163.2190947254
02892,549761.9137295653
02893,380089.35375178215
02894,468800.6616175596
02895,378956.3584265916
02896,494012.5224500529
02898,485775.7751332796
02903,438966.7030753662
02904,405535.48780525936
02905,397795.7595509437
02906,894761.7287495026
02907,368197.69286955
02908,392406.8948690204
02909,368074.90645411314
02910,387756.0726906192
02911,411891.05064902134
02914,401384.3128689659
02915,411984.06506618747
02916,458536.7488374114
02917,496082.6175213101
02919,430585.3097419562
02920,432979.75751333946
02921,632321.7892839549
03031,653186.0425714065
03032,662265.0534337958
03033,633741.3658297599
03034,532585.8040908376
03036,618219.6475930465
03037,571961.1876134557
03038,527977.4205578825
03042,526090.7423709347
03043,490549.99057517294
03044,520543.1574509656
03045,514418.43398468057
03046,567490.2300178338
03047,431614.82372869767
03048,455197.09892150667
03049,791669.2462316053
03051,559886.4577669711
03052,589647.4286174434
03053,625806.8548437766
03054,550517.4451311764
03055,510023.86555492127
03057,614822.0769059703
03060,457920.935040249
03062,549358.6442876641
03063,526116.371569249
03064,505417.19346488133
03070,601497.9284431179
03071,458552.90344652225
03076,665688.952472313
03077,473063.4910077394
03079,591964.9465951439
03082,493334.1832356886
03084,508648.1422337915
03086,484687.3727815963
03087,807711.627302438
03102,417127.1293048173
03103,409014.65123444
03104,481038.2956001826
03106,558474.0682005464
03109,462120.89499503
03110,742964.8184146788
03215,992780.4321050964
03216,420716.71507599414
03217,372113.70387051697
03218,427332.8004344295
03220,440946.4405122791
03221,418633.69290448056
03222,404947.35863136826
03223,408689.4111168177
03224,488973.8598475863
03225,412504.9824581927
03226,659221.7532111671
03227,525711.427378652
03229,523845.4878879932
03230,352465.8651848237
03234,457807.55418668984
03235,351052.6492669576
03237,409648.2203666416
03240,295718.88853897416
03241,521276.18365581235
03242,471559.5207650335
03243,371329.7515223853
03244,373988.5134590338
03245,658109.004552176
03246,422382.3577042334
03249,558561.682982001
03251,588700.7693711249
03253,675240.5125112444
03254,688023.2926195081
03255,576421.6507635838
03256,454174.2064096446
03257,692557.9307444756
03258,520668.3016411485
03259,476383.96668819897
03261,491231.6171716104
03262,422593.24442224414
03263,392071.5008676909
03264,360395.7847668458
03266,316329.62506422604
03268,439554.9787874923
03269,506569.8829950407
03275,434036.2313974269
03276,402095.4768734644
03278,421786.844556882
03279,234665.69229989176
03280,354671.41547428817
03281,495181.4488859791
03282,353331.567496778
03284,467035.95619475975
03285,432530.2939600579
03287,491718.3267004106
03290,575462.9788328544
03301,459420.63943896495
03303,421168.5827911433
03304,571417.2040623795
03307,479537.15084753913
03431,329785.43113096774
03440,393558.8320257825
03441,239516.88934993683
03442,353192.93830443284
03443,404464.4503811636
03444,484890.7965743745
03445,352212.9026209673
03446,353339.75588763
03447,389382.8228669967
03448,318726.1060518145
03449,505662.24165363546
03450,477171.91024622327
03451,271322.1819528173
03452,379113.9936711215
03455,351064.3734010206
03456,321920.05316081416
03457,465704.94547418854
03458,464413.23377053
03461,439805.8225179864
03462,451086.1268537429
03464,381455.0925928336
03465,289539.06079055654
03466,412207.5857298895
03467,416800.9802642429
03470,315214.19276260637
03561,336237.90523211646
03570,186160.33898747055
03574,344471.8292298397
03576,221743.3215385984
03579,267116.98920545285
03580,626213.8669766482
03581,257752.16100116825
03582,193137.762397654
03583,341825.5632883035
03584,288532.2293818468
03585,294326.7943134261
03586,596757.0279181506
03588,265727.6323066554
03590,192992.44112439416
03592,279935.5638577434
03593,357573.94046535925
03598,317555.7000727838
03601,352523.71555913077
03602,343377.49611271697
03603,281369.6716760699
03605,307610.7381519408
03607,303610.5065327667
03608,467490.3389913012
03609,263264.8630867493
03740,339161.45568261016
03741,365894.05275869067
03743,266296.7155068259
03745,404353.58769859537
03748,425941.29713726795
03750,986216.27791047
03752,340247.06620393007
03753,518875.0356327969
03755,1039730.9894534476
03765,284585.28232581774
03766,462684.0870796459
03768,665082.7031789923
03770,519333.608181067
03771,363939.7525889331
03773,323927.9129404661
03774,316727.6362766978
03777,410178.128895371
03779,352232.8061219544
03780,283169.55945070507
03781,503239.4045321429
03782,632413.4806938098
03784,472471.6558691808
03785,275540.0506516739
03801,801424.0231407377
03809,489970.9795355571
03810,654175.7390175494
03811,650541.4561898339
03812,508397.784898414
03813,414765.811249676
03814,425034.2793946388
03816,559787.0059216685
03817,288573.60483440064
03818,419633.1311921401
03819,576970.1990978396
03820,539766.613124237
03823,660079.4223643988
03824,672201.0333454945
03825,540130.1219653811
03826,584097.8704177873
03827,675858.8676369381
03830,475069.8587969868
03833,675525.6630028136
03835,376611.4214337116
03836,460882.9607106531
03837,448394.3858173082
03838,714998.7667991058
03839,414992.96148958686
03840,843846.0907992148
03841,598725.080502536
03842,659477.3621402517
03844,833946.2488008976
03845,505504.7106269651
03846,609509.7346922873
03848,555005.2745599017
03849,422683.0846867475
03851,415115.0337665887
03852,375884.9226749601
03853,820002.1007301774
03854,2141224.789112651
03855,488371.972835117
03856,823379.4486026306
03857,562136.6024858115
03858,546688.1765178529
03860,478174.1029619719
03861,596068.7303125638
03862,865111.049136085
03864,390070.8416221183
03865,547528.2371320481
03867,384542.4905018716
03868,391087.6666495201
03869,506322.4732625431
03870,1254976.2773650808
03871,2601828.7172736074
03872,447855.339108913
03873,537776.180329021
03874,664943.4212925757
03875,475366.81772048207
03878,414326.11642244464
03882,339869.56198067445
03884,505678.1750472401
03885,798434.6559766686
03886,357261.9827971772
03887,391014.13569434854
03890,356525.52802460914
03894,598718.8604320394
03901,435494.0075743609
03902,757622.7854859446
03903,583183.571511874
03904,593655.4231183991
03905,774814.9974289226
03906,459212.46576733305
03907,1007492.5335306316
03908,495222.7124061423
03909,752738.7904474643
04001,480512.6440683769
04002,430458.8586043397
04003,766421.8598242778
04005,481321.568476232
04008,373672.1691178123
04009,376641.5588971524
04010,334503.7891357481
04011,492888.93510201894
04015,398348.4536532844
04017,605220.8127585305
04020,356071.89881243854
04021,675349.243965896
04022,398498.6830854837
04027,379308.56038249127
04029,396177.46084509086
04030,411640.3414070112
04032,663584.783759979
04037,334259.1656984629
04038,528029.0312750386
04039,461818.34012572904
04040,366833.8234838836
04041,299106.46274283977
04042,409079.2901478368
04043,640190.7550859734
04046,788649.338952554
04047,339201.7638865309
04048,368558.0285356054
04049,391623.8679369726
04050,579770.4656982701
04051,484224.12130354304
04055,412709.5788599333
04061,371046.41570493765
04062,481043.8443645328
04064,513419.4390555676
04066,691225.0192523171
04068,260817.84602246215
04069,573773.9469540172
04071,491838.440635915
04072,515848.561013528
04073,356678.6306956908
04074,706878.6328938192
04076,395258.2905103112
04079,681909.2191184486
04083,362032.26142217155
04084,444709.040643882
04085,403442.11606364377
04086,435227.101403402
04087,402598.02642002865
04088,330139.3760057571
04090,631303.9669056977
04092,445115.1762319869
04093,444666.1099573667
04095,359159.63782970124
04096,779310.8943332507
04097,654545.7394464789
04101,773271.3355558593
04102,565067.0375042503
04103,541904.235041665
04105,886023.6086953093
04106,515129.6247378264
04107,881362.3344226428
04108,693360.6830033165
04109,816256.2882705276
04110,1151007.3976594312
04210,313979.7263894314
04217,427189.777788514
04219,241826.2523746261
04220,274244.7791419203
04221,228348.373944854
04222,434618.21286309854
04224,189254.07892093985
04236,333923.36063275795
04239,212356.28267796975
04240,288907.02656549454
04250,319283.5611950433
04252,313504.5909961566
04253,285708.24856577534
04254,209307.28652606183
04255,323521.01577328733
04256,288321.0049639379
04257,177631.45238727305
04258,375634.8870118801
04259,349206.30965613644
04260,411115.3009598692
04261,860852.311493482
04263,323336.0947916547
04265,296604.4169546661
04268,323067.9250729661
04270,324664.1225540358
04274,378988.29722972313
04276,164655.78605466135
04280,327824.8772423037
04281,285511.9254596582
04282,362763.38944195886
04284,345400.72846510995
04287,355330.60126337706
04289,252449.4225930257
04290,228777.4463162411
04292,218531.34867759727
04294,222101.88922543745
04330,277859.47772361344
04342,342727.932246947
04344,299781.5240351393
04345,298528.67755942553
04346,260225.62980778204
04347,356589.75339356903
04348,340630.5772976654
04349,353313.7834955679
04350,337597.51540074265
04351,373884.9366469904
04352,336850.53591031226
04353,302109.7165012629
04354,341444.5158981919
04355,326704.6377132645
04357,315812.1711031511
04358,318713.4194561268
04363,311292.1285046863
04364,333066.0042711049
04401,283241.8887809085
04406,214144.47350193188
04408,180137.60569756004
04411,249149.14627767625
04412,284532.298326188
04414,185855.3776600616
04416,267131.5583085261
04418,150829.45431323667
04419,310382.0780743479
04422,222005.74310649015
04424,166730.91493871037
04426,223906.7871894509
04427,241362.54756427996
04428,261473.72216532705
04429,329993.2776526004
04430,154477.51676388978
04434,238571.55864440245
04435,208574.877601409
04438,247565.97035479275
04441,341423.3945386259
04443,178955.0378593083
04444,330211.64668746205
04448,169775.5742633371
04449,227337.4793529528
04450,223212.0055259551
04455,172366.14437561543
04456,306654.4283545764
04457,196319.1813595677
04461,207563.96137089888
04462,148451.03046519248
04463,140243.34833904533
04464,191925.76043033076
04468,234464.53978911843
04471,156396.99409318264
04472,286787.59042355645
04473,299773.84384577366
04474,314491.568541718
04476,324343.52765370323
04479,174524.15026089558
04481,274695.19456967147
04487,170294.57960870783
04488,244671.3253746685
04493,203404.32359827345
04496,261014.88410665505
04530,394945.02846526046
04537,492359.80242987606
04538,505722.0408949759
04539,482659.54808836494
04543,474024.9255449555
04544,703134.569772495
04547,374377.1216493242
04548,607846.0207347126
04551,448193.4209279267
04553,488985.2709987424
04554,618492.7982056668
04555,421017.41221321654
04556,415042.3423240427
04562,468146.4969967322
04563,469157.0868969489
04568,777391.4348222722
04572,337337.13376141177
04574,320361.8716984067
04576,802812.1075551581
04578,393514.1276503492
04579,410126.2737673188
04605,330333.3956611648
04606,200288.52706942623
04607,352339.2818157933
04609,653276.108075206
04614,459471.7441723153
04616,415244.46456174256
04617,406326.6247754276
04619,142068.9263710919
04622,195349.2685861236
04623,160828.97622232453
04627,394701.33056421066
04630,195885.94585018503
04631,213855.70082326233
04634,271787.5418048879
04640,354811.30553009623
04643,199175.39825819604
04648,165166.71978658743
04649,205889.9569392584
04652,232840.90810538552
04654,182415.79129359507
04655,232169.42746439055
04657,179548.59730856214
04658,234255.32076901084
04660,849281.6270809019
04664,332722.1796041856
04666,157269.5193383263
04667,194985.70378384335
04668,194144.6490713735
04676,379024.0876584732
04677,448698.4285785582
04679,565031.4860853972
04680,264194.8629087869
04681,449857.9711792795
04684,416695.2010448183
04691,221348.9213776975
04693,349064.5036656255
04694,166201.32229927543
04730,139486.72247596405
04736,144376.59425575388
04739,170691.47158274194
04740,158702.13913944815
04742,127299.9837502385
04743,173701.07224236804
04747,136569.0585327833
04750,108079.25644282004
04756,128612.62569543996
04757,205524.5092855981
04758,137241.12105295277
04763,137062.65260942516
04765,167476.36611683536
04768,183531.6938684465
04769,158943.56260019034
04776,128054.98670716616
04785,108301.3827113108
04786,128859.65325262974
04841,337678.4619991794
04843,630690.0396796338
04847,390475.5956316816
04848,418428.931076404
04849,450305.6611349208
04853,679324.9550779727
04854,466256.8258685747
04856,593610.4039005068
04858,451298.3952487579
04860,500275.17794675025
04861,340155.41099204886
04862,376521.0385801554
04863,432492.6540419071
04864,332309.27244787524
04901,261426.62405696177
04910,252594.61530546643
04911,177120.50810613178
04915,355699.6776891011
04917,409749.1905971074
04920,164794.2074836384
04921,266888.1011040087
04922,251520.71787060308
04924,209522.10049203268
04927,236150.1686829539
04928,171971.5691218887
04929,232979.4147230402
04930,195803.1219139056
04932,216619.94215847156
04937,223153.7030940211
04938,258525.6262161484
04941,269426.64384317625
04942,156879.14264334587
04943,168277.85074157632
04945,215841.23554978636
04947,483278.24974338926
04949,317908.5283749053
04950,197075.2372125272
04951,285570.93220152275
04952,314127.4847707348
04953,250225.92922453524
04955,226081.6942537635
04957,233850.5028612429
04958,260792.98558958463
04961,199569.1567865809
04963,323347.36402557034
04965,227979.1933009755
04966,189243.12496660868
04967,198323.93999547875
04969,219287.2255170182
04970,459371.4672375184
04971,218634.09581058836
04973,330515.32163330633
04974,307218.5007810784
04976,225535.965885332
04978,262576.6136249339
04979,196044.8308026664
04981,299257.7533167218
04983,252943.33945563505
04984,224504.25998513703
04986,227146.50678876517
04987,235687.77752623404
04988,272281.4906150894
04989,315381.7876374948
05001,398182.1381393312
05032,344561.0541148937
05033,275380.27806854545
05034,434212.1827305199
05035,353781.5661245713
05036,368894.169878232
05037,442064.41132402746
05038,271861.5692439501
05039,282630.5855276678
05040,264670.9320239706
05042,286890.42804394267
05043,430779.737025224
05045,373915.3650232085
05046,284781.32142348046
05048,440838.25858234445
05051,288708.97417955316
05053,665971.4417844783
05055,747560.4375679862
05056,513185.9207250401
05058,332216.9649902766
05059,567247.8530258401
05060,298919.6605258894
05061,333561.9103847302
05062,405656.50617376575
05065,365592.1536229088
05067,720420.4133442439
05068,343218.55622830155
05069,240568.07566229804
05070,396297.0555084302
05071,904617.2059780048
05072,395478.3259005277
05075,387225.2755872213
05076,251017.9671883868
05077,317634.24783918104
05079,269214.9276012866
05081,239533.09738696073
05086,242026.4084992765
05089,297577.95353400544
05091,699898.8292176678
05101,237031.2337611885
05142,344880.2212264476
05143,339574.18252630654
05146,387618.2223996911
05148,450505.0339028072
05149,573779.846614096
05150,225895.0285295584
05151,295581.94363189925
05152,554679.5580024485
05153,349779.1419803686
05154,281550.3232034757
05155,491178.4755126404
05156,231057.72319391833
05158,259561.01624921267
05161,522786.90953505225
05201,227264.2615214182
05250,355941.15465262654
05251,740178.4654726717
05252,296298.14656778047
05253,450289.935157977
05255,563102.1880760379
05257,275860.8731094005
05261,256228.11005370217
05262,335499.7787211304
05301,333704.56866264786
05340,649800.1016514279
05341,405818.22662294545
05342,320155.7983989523
05343,392608.8007571202
05345,335551.87970497884
05346,334237.38630631875
05350,245010.5185675297
05351,339585.3354213923
05352,287697.65924617933
05353,288670.16084341443
05354,334779.9807768588
05355,348612.8664349205
05356,501601.75497924286
05358,309011.98402259935
05359,329137.93196360045
05360,500037.7193395104
05361,314063.45043772255
05362,344433.0434989214
05363,425037.2603106151
05401,599475.1861977082
05403,559508.597983735
05404,402036.3922350697
05408,453895.71334487153
05440,301727.04230883066
05441,318829.9110735793
05442,302232.8430399642
05443,393778.7080594899
05444,408428.0120078244
05445,817409.3770501501
05446,494042.926372656
05448,353147.12902111356
05450,292141.5670413433
05452,504977.7807425337
05454,453157.7079112347
05455,395667.3891117201
05456,463593.8229257856
05457,311589.0131105908
05458,468027.9817729452
05459,310144.48166342353
05461,536834.5757907913
05462,425637.6422198151
05463,385048.1036144789
05464,398326.1639711009
05465,545800.9752809292
05468,443400.5582418057
05471,306560.13929464883
05472,426847.664963535
05473,468034.2757785099
05474,500523.5963359808
05476,234806.94743531055
05477,538935.89453216
05478,358787.12883936753
05482,686934.0314582236
05483,318502.3995813359
05486,557961.2804572178
05487,371449.3917327924
05488,338535.5637387603
05489,544101.9748898945
05491,402645.27851247654
05492,317788.3717068942
05494,499408.25260149915
05495,594865.1633289849
05602,409118.47599545174
05641,293444.63351132296
05647,318024.57586902357
05648,378612.905673324
05649,267857.72117508104
05650,341629.9457334668
05651,414841.83808473015
05652,270672.91105673934
05653,299543.7849186974
05654,260120.40501481228
05655,347306.27829075494
05656,321563.9254313466
05658,290294.45505666995
05660,484045.2316718354
05661,440197.1260124812
05663,302318.3950700811
05667,337168.11915711703
05669,295604.7145084017
05672,985154.4866733352
05673,569621.1651053807
05674,607246.3595614212
05675,272600.1501537329
05676,451652.7634739531
05677,575331.1566507489
05679,295140.34220866265
05680,335170.3077702494
05681,268251.31927048345
05682,358682.92757042457
05701,259019.0963548204
05730,419951.5337296294
05732,322985.54005572083
05733,298157.60354805883
05734,357850.12122567574
05735,300116.18895734655
05736,274531.3078901524
05737,344230.26886528067
05738,333387.4233047936
05739,348680.50438518997
05742,357979.85218225815
05743,228429.60726924372
05744,256244.84435180156
05747,250064.92777953015
05748,226451.4385595372
05751,630025.0974355944
05753,446408.1121591085
05757,322522.52175709564
05758,371039.8486533656
05759,300353.98993300996
05760,343920.3273474201
05761,365511.544139049
05762,431866.52345708624
05763,306486.157154554
05764,258636.71886793425
05765,231031.93562759747
05766,355322.5077012603
05767,340558.38247294986
05769,368289.19443921343
05770,370400.7873460225
05772,340687.450908626
05773,305956.71905342
05774,309596.15570199396
05775,258627.10629778207
05776,305396.19770197454
05777,247618.19209087457
05778,352286.2033800763
05819,253283.92306637243
05820,230905.18232306853
05821,290027.2980139267
05822,223903.63923172385
05824,222623.73195839417
